"Concept Id","Name","Description","Synonyms","Answers","Set Members","Class","Datatype","Changed By","Creator"
7244,"Vitiligo of right upper eyelid and periocular area","Vitiligo of right upper eyelid and periocular area","Vitiligo of right upper eyelid and periocular area
H02.731",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7245,"Vitiligo of right lower eyelid and periocular area","Vitiligo of right lower eyelid and periocular area","Vitiligo of right lower eyelid and periocular area
H02.732",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7246,"Vitiligo of right eye, unspecified eyelid and periocular area","Vitiligo of right eye, unspecified eyelid and periocular area","Vitiligo of right eye, unspecified eyelid and periocular area
H02.733",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7247,"Vitiligo of left upper eyelid and periocular area","Vitiligo of left upper eyelid and periocular area","H02.734
Vitiligo of left upper eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7248,"Vitiligo of left lower eyelid and periocular area","Vitiligo of left lower eyelid and periocular area","Vitiligo of left lower eyelid and periocular area
H02.735",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7249,"Vitiligo of left eye, unspecified eyelid and periocular area","Vitiligo of left eye, unspecified eyelid and periocular area","H02.736
Vitiligo of left eye, unspecified eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7250,"Vitiligo of unspecified eye, unspecified eyelid and periocular area","Vitiligo of unspecified eye, unspecified eyelid and periocular area","H02.739
Vitiligo of unspecified eye, unspecified eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7251,"Other degenerative disorders of eyelid and periocular area","Other degenerative disorders of eyelid and periocular area","H02.79
Other degenerative disorders of eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7252,"Retained foreign body in right upper eyelid","Retained foreign body in right upper eyelid","Retained foreign body in right upper eyelid
H02.811",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7253,"Retained foreign body in right lower eyelid","Retained foreign body in right lower eyelid","Retained foreign body in right lower eyelid
H02.812",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7254,"Retained foreign body in right eye, unspecified eyelid","Retained foreign body in right eye, unspecified eyelid","H02.813
Retained foreign body in right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7255,"Retained foreign body in left upper eyelid","Retained foreign body in left upper eyelid","H02.814
Retained foreign body in left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7256,"Retained foreign body in left lower eyelid","Retained foreign body in left lower eyelid","H02.815
Retained foreign body in left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7257,"Retained foreign body in left eye, unspecified eyelid","Retained foreign body in left eye, unspecified eyelid","Retained foreign body in left eye, unspecified eyelid
H02.816",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7258,"Retained foreign body in unspecified eye, unspecified eyelid","Retained foreign body in unspecified eye, unspecified eyelid","H02.819
Retained foreign body in unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7259,"Cysts of right upper eyelid","Cysts of right upper eyelid","H02.821
Cysts of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7260,"Cysts of right lower eyelid","Cysts of right lower eyelid","Cysts of right lower eyelid
H02.822",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7261,"Cysts of right eye, unspecified eyelid","Cysts of right eye, unspecified eyelid","Cysts of right eye, unspecified eyelid
H02.823",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7262,"Cysts of left upper eyelid","Cysts of left upper eyelid","Cysts of left upper eyelid
H02.824",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7263,"Cysts of left lower eyelid","Cysts of left lower eyelid","H02.825
Cysts of left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7264,"Cysts of left eye, unspecified eyelid","Cysts of left eye, unspecified eyelid","H02.826
Cysts of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7265,"Cysts of unspecified eye, unspecified eyelid","Cysts of unspecified eye, unspecified eyelid","Cysts of unspecified eye, unspecified eyelid
H02.829",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7266,"Dermatochalasis of right upper eyelid","Dermatochalasis of right upper eyelid","H02.831
Dermatochalasis of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7267,"Dermatochalasis of right lower eyelid","Dermatochalasis of right lower eyelid","H02.832
Dermatochalasis of right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7268,"Dermatochalasis of right eye, unspecified eyelid","Dermatochalasis of right eye, unspecified eyelid","H02.833
Dermatochalasis of right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7269,"Dermatochalasis of left upper eyelid","Dermatochalasis of left upper eyelid","Dermatochalasis of left upper eyelid
H02.834",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7270,"Dermatochalasis of left lower eyelid","Dermatochalasis of left lower eyelid","H02.835
Dermatochalasis of left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7271,"Dermatochalasis of left eye, unspecified eyelid","Dermatochalasis of left eye, unspecified eyelid","H02.836
Dermatochalasis of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7272,"Dermatochalasis of unspecified eye, unspecified eyelid","Dermatochalasis of unspecified eye, unspecified eyelid","H02.839
Dermatochalasis of unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7273,"Edema of right upper eyelid","Edema of right upper eyelid","H02.841
Edema of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7274,"Edema of right lower eyelid","Edema of right lower eyelid","Edema of right lower eyelid
H02.842",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7275,"Edema of right eye, unspecified eyelid","Edema of right eye, unspecified eyelid","H02.843
Edema of right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7276,"Edema of left upper eyelid","Edema of left upper eyelid","Edema of left upper eyelid
H02.844",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7277,"Edema of left lower eyelid","Edema of left lower eyelid","H02.845
Edema of left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7278,"Edema of left eye, unspecified eyelid","Edema of left eye, unspecified eyelid","Edema of left eye, unspecified eyelid
H02.846",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7279,"Edema of unspecified eye, unspecified eyelid","Edema of unspecified eye, unspecified eyelid","Edema of unspecified eye, unspecified eyelid
H02.849",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7280,"Elephantiasis of right upper eyelid","Elephantiasis of right upper eyelid","H02.851
Elephantiasis of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7281,"Elephantiasis of right lower eyelid","Elephantiasis of right lower eyelid","Elephantiasis of right lower eyelid
H02.852",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7282,"Elephantiasis of right eye, unspecified eyelid","Elephantiasis of right eye, unspecified eyelid","Elephantiasis of right eye, unspecified eyelid
H02.853",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7283,"Elephantiasis of left upper eyelid","Elephantiasis of left upper eyelid","Elephantiasis of left upper eyelid
H02.854",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7284,"Elephantiasis of left lower eyelid","Elephantiasis of left lower eyelid","H02.855
Elephantiasis of left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7285,"Elephantiasis of left eye, unspecified eyelid","Elephantiasis of left eye, unspecified eyelid","H02.856
Elephantiasis of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7286,"Elephantiasis of unspecified eye, unspecified eyelid","Elephantiasis of unspecified eye, unspecified eyelid","Elephantiasis of unspecified eye, unspecified eyelid
H02.859",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7287,"Hypertrichosis of right upper eyelid","Hypertrichosis of right upper eyelid","H02.861
Hypertrichosis of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7288,"Hypertrichosis of right lower eyelid","Hypertrichosis of right lower eyelid","Hypertrichosis of right lower eyelid
H02.862",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7289,"Hypertrichosis of right eye, unspecified eyelid","Hypertrichosis of right eye, unspecified eyelid","Hypertrichosis of right eye, unspecified eyelid
H02.863",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7290,"Hypertrichosis of left upper eyelid","Hypertrichosis of left upper eyelid","H02.864
Hypertrichosis of left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7291,"Hypertrichosis of left lower eyelid","Hypertrichosis of left lower eyelid","Hypertrichosis of left lower eyelid
H02.865",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7292,"Hypertrichosis of left eye, unspecified eyelid","Hypertrichosis of left eye, unspecified eyelid","Hypertrichosis of left eye, unspecified eyelid
H02.866",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7293,"Hypertrichosis of unspecified eye, unspecified eyelid","Hypertrichosis of unspecified eye, unspecified eyelid","Hypertrichosis of unspecified eye, unspecified eyelid
H02.869",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7294,"Vascular anomalies of right upper eyelid","Vascular anomalies of right upper eyelid","Vascular anomalies of right upper eyelid
H02.871",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7295,"Vascular anomalies of right lower eyelid","Vascular anomalies of right lower eyelid","H02.872
Vascular anomalies of right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7296,"Vascular anomalies of right eye, unspecified eyelid","Vascular anomalies of right eye, unspecified eyelid","H02.873
Vascular anomalies of right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7297,"Vascular anomalies of left upper eyelid","Vascular anomalies of left upper eyelid","H02.874
Vascular anomalies of left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7298,"Vascular anomalies of left lower eyelid","Vascular anomalies of left lower eyelid","Vascular anomalies of left lower eyelid
H02.875",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7299,"Vascular anomalies of left eye, unspecified eyelid","Vascular anomalies of left eye, unspecified eyelid","Vascular anomalies of left eye, unspecified eyelid
H02.876",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7300,"Vascular anomalies of unspecified eye, unspecified eyelid","Vascular anomalies of unspecified eye, unspecified eyelid","H02.879
Vascular anomalies of unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7301,"Other specified disorders of eyelid","Other specified disorders of eyelid","H02.89
Other specified disorders of eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7302,"Unspecified disorder of eyelid","Unspecified disorder of eyelid","H02.9
Unspecified disorder of eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7303,"Unspecified dacryoadenitis, right lacrimal gland","Unspecified dacryoadenitis, right lacrimal gland","H04.001
Unspecified dacryoadenitis, right lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7304,"Unspecified dacryoadenitis, left lacrimal gland","Unspecified dacryoadenitis, left lacrimal gland","H04.002
Unspecified dacryoadenitis, left lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7305,"Unspecified dacryoadenitis, bilateral lacrimal glands","Unspecified dacryoadenitis, bilateral lacrimal glands","Unspecified dacryoadenitis, bilateral lacrimal glands
H04.003",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7306,"Unspecified dacryoadenitis, unspecified lacrimal gland","Unspecified dacryoadenitis, unspecified lacrimal gland","Unspecified dacryoadenitis, unspecified lacrimal gland
H04.009",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7307,"Acute dacryoadenitis, right lacrimal gland","Acute dacryoadenitis, right lacrimal gland","H04.011
Acute dacryoadenitis, right lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7308,"Acute dacryoadenitis, left lacrimal gland","Acute dacryoadenitis, left lacrimal gland","H04.012
Acute dacryoadenitis, left lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7309,"Acute dacryoadenitis, bilateral lacrimal glands","Acute dacryoadenitis, bilateral lacrimal glands","Acute dacryoadenitis, bilateral lacrimal glands
H04.013",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7310,"Acute dacryoadenitis, unspecified lacrimal gland","Acute dacryoadenitis, unspecified lacrimal gland","Acute dacryoadenitis, unspecified lacrimal gland
H04.019",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7311,"Chronic dacryoadenitis, right lacrimal gland","Chronic dacryoadenitis, right lacrimal gland","H04.021
Chronic dacryoadenitis, right lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7312,"Chronic dacryoadenitis, left lacrimal gland","Chronic dacryoadenitis, left lacrimal gland","Chronic dacryoadenitis, left lacrimal gland
H04.022",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7313,"Chronic dacryoadenitis, bilateral lacrimal gland","Chronic dacryoadenitis, bilateral lacrimal gland","H04.023
Chronic dacryoadenitis, bilateral lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7314,"Chronic dacryoadenitis, unspecified lacrimal gland","Chronic dacryoadenitis, unspecified lacrimal gland","Chronic dacryoadenitis, unspecified lacrimal gland
H04.029",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7315,"Chronic enlargement of right lacrimal gland","Chronic enlargement of right lacrimal gland","H04.031
Chronic enlargement of right lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7316,"Chronic enlargement of left lacrimal gland","Chronic enlargement of left lacrimal gland","H04.032
Chronic enlargement of left lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7317,"Chronic enlargement of bilateral lacrimal glands","Chronic enlargement of bilateral lacrimal glands","Chronic enlargement of bilateral lacrimal glands
H04.033",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7318,"Chronic enlargement of unspecified lacrimal gland","Chronic enlargement of unspecified lacrimal gland","Chronic enlargement of unspecified lacrimal gland
H04.039",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7319,"Dacryops of right lacrimal gland","Dacryops of right lacrimal gland","H04.111
Dacryops of right lacrimal gland",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7320,"Dacryops of left lacrimal gland","Dacryops of left lacrimal gland","Dacryops of left lacrimal gland
H04.112",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7321,"Dacryops of bilateral lacrimal glands","Dacryops of bilateral lacrimal glands","Dacryops of bilateral lacrimal glands
H04.113",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7322,"Dacryops of unspecified lacrimal gland","Dacryops of unspecified lacrimal gland","Dacryops of unspecified lacrimal gland
H04.119",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7323,"Dry eye syndrome of right lacrimal gland","Dry eye syndrome of right lacrimal gland","Dry eye syndrome of right lacrimal gland
H04.121",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
